Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter,vehicle_age_years,late_renewal_rate,renewal_frequency,payment_digital_score,region_risk_score,agent_efficiency,is_licensed
VH-1E6C684B,OWN-6281CA8E,Land Rover,Range Rover,2022,Pickup,Compliant,2024-02-07,2025-02-06,0.0,Online,Paynow,Always Compliant,"Chiredzi, Bulawayo",Rural,Low,1,0,0.0,2.0,0.456,Mobile Money,2024-06-10,124,4,3.83,0.0,6,2,2,1.3333333333333333,0.8722907635878626,0.8,0.7,1.0,True
VH-72B0D5C1,OWN-04608C33,BMW,3 Series,2006,Suv,Compliant,2023-03-11,2024-03-10,0.0,In-person,,Frequently Non-compliant,"Mutare, Manicaland",Urban,Middle,2,2,2.67,4.5,0.878,Bank Transfer,2024-03-04,359,1,23.93,13.33,3,1,18,0.3333333333333333,0.2020673557852617,0.6,0.3,0.44412010008340286,True
VH-A77FAB2A,OWN-640B894B,BMW,X5,2015,Minivan,Compliant,2024-01-12,2025-01-11,1955.73,Agent,,Always Compliant,"Victoria Falls, Mashonaland East",Urban,Low,2,5,3.52,1.6,0.855,Bank Transfer,2025-03-29,442,1,3.6,23.21,3,1,10,0.3333333333333333,0.8799599866622208,0.6,0.3,0.032110091743119296,True
VH-DA7411A1,OWN-7D37BA88,Great Wall,Wingle,2003,Hatchback,Non-compliant,2023-10-24,,0.0,Agent,,Always Compliant,"Kadoma, Matabeleland South",,Middle,2,0,2.46,,0.299,Agent,2024-05-09,198,5,17.59,20.12,5,2,21,1.6666666666666667,0.4134711570523507,0.4,0.5,0.16096747289407842,False
VH-2662067D,OWN-DC8FDB48,Haval,H6,2021,Motorcycle,Compliant,2024-07-29,2025-07-29,0.0,In-person,,Always Compliant,"Bulawayo, Masvingo",,High,2,5,1.86,3.1,0.727,Bank Transfer,2024-09-30,63,4,2.75,23.2,9,3,3,1.3333333333333333,0.9083027675891964,0.6,0.5,0.03252710592160135,True
VH-3EA59F71,OWN-2C67F249,BMW,X5,2011,Sedan,Compliant,2024-01-12,2025-01-11,,Online,Zinara Portal,Occasional Late,"Gweru, Mashonaland East",Urban,High,2,0,0.0,,0.376,Bank Transfer,2024-10-08,270,0,0.0,0.0,10,4,13,0.0,1.0,0.6,0.3,1.0,True
VH-933FB1EF,OWN-845D15CF,Nissan,X-Trail,2013,Minivan,Expired,2022-06-24,2021-06-25,1892.75,Online,Paynow,Always Compliant,"Marondera, Midlands",,Very High,2,0,0.0,,0.763,Cash,2024-04-24,670,1,27.29,0.0,4,2,11,0.3333333333333333,0.09003001000333444,0.0,0.5,1.0,False
VH-AFDE2960,OWN-D5CCC9D5,Hyundai,i10,2018,Pickup,Compliant,,2023-12-10,0.0,Online,OneMoney,Occasional Late,"Kwekwe, Matabeleland North",,Low,1,0,0.0,,0.257,Bank Transfer,2024-05-27,534,0,0.0,0.0,5,2,6,0.0,1.0,0.6,0.5,1.0,True
VH-F01F5CB9,OWN-E5D4BED7,Haval,H9,2007,Motorcycle,Compliant,2024-06-11,2025-06-11,0.0,In-person,,Always Compliant,"Redcliff, Harare",Rural,Low,2,0,5.06,2.5,0.028,Online,2025-11-10,517,0,0.0,1.97,11,4,18,0.0,1.0,1.0,0.7,0.9178482068390326,True
VH-EF2AEEC2,OWN-2FE58531,Mazda,Demio,2009,Hatchback,Compliant,2024-01-25,2025-01-24,0.0,In-person,,Occasional Late,"Harare, Mashonaland East",,Nan,1,0,2.46,2.6,0.8,Cash,2025-04-21,452,2,24.77,16.9,4,2,16,0.6666666666666666,0.17405801933977993,0.0,0.5,0.2952460383653045,True
VH-B201F083,OWN-25FA21AF,Toyota,Camry,2020,Motorcycle,Expired,2023-06-22,2023-02-27,2675.06,Online,Telecash,Always Compliant,"Plumtree, Midlands",Rural,Very High,1,0,0.0,4.9,0.584,Cash,2024-11-25,522,0,0.0,0.0,11,4,4,0.0,1.0,0.0,0.7,1.0,False
VH-2D71B142,OWN-3BFB5015,Ford,Everest,2024,Suv,Compliant,2023-05-28,,0.0,Online,OneMoney,Frequently Non-compliant,"Beitbridge, Manicaland",,Middle,3,0,0.0,2.9,0.665,Agent,2023-12-21,207,2,27.45,0.0,12,4,0,0.6666666666666666,0.08469489829943311,0.4,0.5,1.0,True
VH-D7B6EE71,OWN-B6108858,Chevrolet,Trailblazer,2006,Suv,Compliant,2023-07-19,2024-07-18,0.0,Agent,,Always Compliant,"Lupane, Matabeleland North",,Middle,2,0,5.57,2.7,0.817,Bank Transfer,2025-07-15,727,3,15.24,9.75,7,3,19,1.0,0.49183061020340113,0.6,0.5,0.5934111759799834,True
VH-C811EE90,OWN-464AE6B7,Great Wall,Steed,2017,Motorcycle,Non-compliant,2024-03-19,2024-08-11,0.0,Online,OneMoney,Occasional Late,"Chiredzi, Matabeleland South",,Very High,3,3,0.0,2.2,0.213,Mobile Money,2025-10-06,566,3,8.21,0.0,10,4,8,1.0,0.7262420806935646,0.8,0.5,1.0,False
VH-1A0FA6EB,OWN-B7E5EF83,Foton,Tunland,2005,Pickup,Compliant,2022-07-22,2023-07-22,2150.27,Online,OneMoney,Always Compliant,"Kadoma, Manicaland",,High,2,2,0.0,2.5,0.619,Bank Transfer,2024-06-24,703,5,7.95,0.0,6,2,19,1.6666666666666667,0.734911637212404,0.6,0.5,1.0,True
VH-7E240326,OWN-465C98BE,Chevrolet,Trailblazer,2002,Truck,Non-compliant,2024-03-05,2024-12-31,0.0,Agent,,Occasional Late,"Chegutu, Mashonaland Central",,Very High,1,0,2.31,2.1,0.832,Bank Transfer,2025-02-25,357,4,11.95,21.08,2,1,23,1.3333333333333333,0.6015338446148717,0.6,0.5,0.12093411175979996,False
VH-446B78AB,OWN-44DA2F68,Volkswagen,Tiguan,2000,Suv,Compliant,2024-05-03,2025-05-03,,In-person,,Always Compliant,"Beitbridge, Mashonaland West",,High,4,0,5.97,,0.607,Mobile Money,2025-10-08,523,3,18.03,7.27,10,4,25,1.0,0.39879959986662217,0.8,0.5,0.6968306922435363,True
VH-A076FC3D,OWN-E20ECEC4,JAC,T6,2022,Truck,Compliant,2025-01-14,2026-01-14,4839.57,In-person,,Occasional Late,"Lupane, Harare",,Very High,1,0,5.91,4.4,0.314,Online,2025-04-10,86,5,26.38,9.78,4,2,3,1.6666666666666667,0.12037345781927311,1.0,0.5,0.5921601334445372,True
VH-7056C891,OWN-A4BE2F33,JAC,T6,2017,Pickup,Compliant,2023-11-09,2024-11-08,0.0,Agent,,Occasional Late,"Chiredzi, Midlands",,Low,1,0,6.98,4.6,0.197,Bank Transfer,2025-01-16,434,4,14.24,2.68,1,1,8,1.3333333333333333,0.5251750583527842,0.6,0.5,0.8882402001668057,True
VH-3A7A6FDA,OWN-935FB3BD,Honda,CR-V,2022,Motorcycle,Compliant,2025-06-22,2026-06-22,0.0,Online,Zinara Portal,Always Compliant,"Ruwa, Mashonaland East",Urban,High,1,0,0.0,3.4,0.461,Bank Transfer,2025-08-12,51,5,14.08,0.0,8,3,3,1.6666666666666667,0.5305101700566855,0.6,0.3,1.0,True
VH-DDAC1E4A,OWN-F7EF99B0,JAC,T6,2007,Motorcycle,Compliant,2024-04-10,2025-04-10,0.0,Agent,,Always Compliant,"Harare, Masvingo",Urban,Middle,3,0,4.46,2.4,0.757,Mobile Money,2025-04-04,359,3,0.95,18.25,4,2,18,1.0,0.968322774258086,0.8,0.3,0.2389491242702252,True
VH-4FC57349,OWN-1A7DFAAF,Toyota,Prado,2016,Pickup,Compliant,2023-10-04,2024-10-03,0.0,In-person,,Occasional Late,"Marondera, Masvingo",,Middle,1,1,7.56,4.5,0.57,Mobile Money,2025-08-15,681,1,14.76,6.09,8,3,9,0.3333333333333333,0.507835945315105,0.8,0.5,0.7460383653044204,True
VH-822A42A0,OWN-D5A476A3,Haval,Jolion,2009,Minivan,Compliant,2023-02-16,2024-02-16,94.46,In-person,,Occasional Late,"Mutare, Mashonaland Central",Urban,Low,3,0,,4.4,0.363,Online,2024-06-16,486,3,8.02,11.9,6,2,15,1.0,0.7325775258419474,1.0,0.3,0.5037531276063386,True
VH-AD1A73D7,OWN-5A40C643,Chevrolet,Trailblazer,2006,Motorcycle,Compliant,2023-08-04,2024-08-03,4846.48,Online,Ecocash,Frequently Non-compliant,"Redcliff, Mashonaland East",,Very High,1,0,0.0,2.1,0.678,Agent,2025-02-08,554,2,18.61,0.0,2,1,19,0.6666666666666666,0.37945981993998,0.4,0.5,1.0,True
VH-E93F4EFD,OWN-BE0E74AA,Foton,Tunland,2016,Sedan,Compliant,2022-12-17,2023-12-17,0.0,Agent,,Frequently Non-compliant,"Kariba, Harare",Urban,High,1,1,6.53,4.0,0.326,Bank Transfer,2024-08-05,597,4,24.86,22.76,8,3,8,1.3333333333333333,0.1710570190063354,0.6,0.3,0.05087572977481225,True
VH-1E124654,OWN-D60F67D6,Volkswagen,Polo,2017,Hatchback,Expired,2023-07-13,2023-06-30,0.0,Agent,,Occasional Late,"Plumtree, Midlands",,High,1,1,5.2,1.6,0.619,Online,2024-03-19,250,0,0.0,17.84,3,1,7,0.0,1.0,1.0,0.5,0.25604670558799003,False
VH-490AE631,OWN-AD95BDB1,Mitsubishi,Pajero,2020,Sedan,Compliant,,2024-08-01,0.0,In-person,,Always Compliant,"Gweru, Midlands",Rural,High,3,1,7.33,,0.003,Mobile Money,2024-09-25,420,0,0.0,10.56,9,3,4,0.0,1.0,0.8,0.7,0.5596330275229358,True
VH-7A85E3BE,OWN-4A7B6E17,Haval,H6,2011,Truck,Compliant,2025-04-01,2026-04-01,631.5,Agent,,Always Compliant,"Bulawayo, Manicaland",Rural,High,1,1,2.11,,0.664,Bank Transfer,2025-05-27,56,1,20.99,18.19,5,2,14,0.3333333333333333,0.3001000333444481,0.6,0.7,0.24145120934111752,True
VH-588F452E,OWN-66F6519C,Hyundai,Santa Fe,2001,Truck,Compliant,2024-12-15,2025-12-15,0.0,Online,OneMoney,Always Compliant,"Hwange, Bulawayo",Rural,Nan,4,0,,2.9,0.447,Mobile Money,2025-11-10,330,4,24.34,0.0,11,4,24,1.3333333333333333,0.18839613204401462,0.8,0.7,1.0,True
VH-B59B7B6B,OWN-F6B0FAAE,Honda,Accord,2022,Truck,Compliant,2024-06-08,2025-06-08,0.0,Online,Paynow,Always Compliant,"Chiredzi, Mashonaland West",Urban,Middle,1,0,0.0,,0.355,Online,2025-07-26,413,4,10.3,0.0,7,3,3,1.3333333333333333,0.6565521840613537,1.0,0.3,1.0,True
VH-46A8F0DE,OWN-9E34879E,Land Rover,Discovery,2020,Pickup,Non-compliant,2023-09-14,2024-02-03,0.0,Online,Zinara Portal,Occasional Late,"Plumtree, Masvingo",Rural,Very High,2,0,0.0,4.4,0.262,Bank Transfer,2024-01-03,111,3,11.63,0.0,1,1,4,1.0,0.6122040680226741,0.6,0.7,1.0,False
VH-BC808C56,OWN-850C6C40,Audi,A3,2022,Motorcycle,Compliant,2024-07-18,2025-07-18,0.0,Agent,,Frequently Non-compliant,"Norton, Matabeleland South",Rural,High,1,0,2.66,,0.933,Cash,2025-07-16,363,4,27.91,8.32,7,3,3,1.3333333333333333,0.06935645215071684,0.0,0.7,0.6530442035029191,True
VH-7FEDDBBA,OWN-31090C58,Land Rover,Range Rover,2022,Motorcycle,Non-compliant,,2022-12-12,0.0,Online,Paynow,Always Compliant,"Lupane, Mashonaland Central",,Very High,1,1,0.0,4.3,0.628,Cash,2024-06-08,553,2,11.16,0.0,6,2,2,0.6666666666666666,0.6278759586528843,0.0,0.5,1.0,False
VH-9F31E28C,OWN-34AF1C83,Mitsubishi,Outlander,2009,Minivan,Compliant,2024-07-22,,3696.47,Online,OneMoney,Always Compliant,"Mutare, Manicaland",Urban,Low,1,0,0.0,,0.331,Agent,2025-06-12,325,4,29.5,0.0,6,2,16,1.3333333333333333,0.016338779593197628,0.4,0.3,1.0,True
VH-0C4A47E6,OWN-4B2EE4F1,Great Wall,Hover,2018,Minivan,Non-compliant,2024-04-05,2024-10-10,,Agent,,Always Compliant,"Shurugwi, Masvingo",,Very High,1,0,5.44,2.4,0.03,Mobile Money,2025-07-25,476,3,12.93,6.32,7,3,7,1.0,0.5688562854284762,0.8,0.5,0.7364470391993327,False
VH-3786DDB4,OWN-57F43457,Toyota,Prado,2009,Sedan,Compliant,2023-04-25,2024-04-24,1834.21,Agent,,Always Compliant,"Gweru, Manicaland",,Nan,1,3,7.61,4.3,0.056,Agent,2024-07-04,436,2,10.09,5.78,7,3,15,0.6666666666666666,0.6635545181727243,0.4,0.5,0.7589658048373644,True
VH-BE1B01C7,OWN-30DD766F,BMW,X3,2011,Hatchback,Non-compliant,2024-03-31,2024-12-11,0.0,Online,OneMoney,Always Compliant,"Marondera, Mashonaland West",,Very High,1,0,0.0,3.5,0.759,Agent,2025-07-08,464,5,17.42,0.0,7,3,14,1.6666666666666667,0.4191397132377458,0.4,0.5,1.0,False
VH-B5AC7FE1,OWN-4BF1A84C,Toyota,Avanza,2013,Motorcycle,Compliant,2024-03-15,2025-03-15,0.0,Agent,,Always Compliant,"Gwanda, Harare",,Nan,2,0,6.24,,0.556,Online,2024-07-13,120,4,20.45,5.82,7,3,11,1.3333333333333333,0.31810603534511506,1.0,0.5,0.7572977481234362,True
VH-12D90954,OWN-77B5277A,Nissan,X-Trail,2021,Pickup,Expired,2022-11-28,2022-02-21,0.0,In-person,,Always Compliant,"Bulawayo, Matabeleland South",Rural,Middle,2,4,3.26,1.8,0.044,Cash,2024-05-29,548,2,1.45,14.67,5,2,3,0.6666666666666666,0.9516505501833945,0.0,0.7,0.3882402001668057,False
VH-CD3DDB3D,OWN-C20C5271,Isuzu,MU-X,2021,Minivan,Compliant,2022-09-25,2023-09-25,260.7,In-person,,Frequently Non-compliant,"Masvingo, Mashonaland Central",Rural,Very High,2,1,4.58,1.3,0.532,Mobile Money,2024-06-17,631,4,8.91,22.86,6,2,3,1.3333333333333333,0.7029009669889963,0.8,0.7,0.04670558798999169,True
VH-953C0D68,OWN-B4A442DA,Chevrolet,Trailblazer,2003,Motorcycle,Compliant,2024-04-26,2025-04-26,4409.36,Online,Paynow,Always Compliant,"Lupane, Masvingo",,High,2,1,0.0,,0.743,Cash,2025-03-01,309,3,8.76,0.0,3,1,22,1.0,0.7079026342114039,0.0,0.5,1.0,True
VH-BDAE50CC,OWN-C8018B80,Volkswagen,Golf,2023,Motorcycle,Non-compliant,2023-10-05,,0.0,Agent,,Always Compliant,"Bindura, Mashonaland East",,Very High,1,1,4.99,2.3,0.093,Bank Transfer,2025-02-20,504,3,13.31,20.51,2,1,2,1.0,0.5561853951317106,0.6,0.5,0.1447039199332777,False
VH-67FAEAEC,OWN-6DCAE938,Volkswagen,Golf,2009,Pickup,Compliant,2023-12-25,2024-12-24,0.0,Online,Innbucks,Occasional Late,"Hwange, Matabeleland North",Rural,Nan,1,1,0.0,2.7,0.311,Mobile Money,2025-02-20,423,1,18.45,0.0,2,1,16,0.3333333333333333,0.38479493164388123,0.8,0.7,1.0,True
VH-143747C2,OWN-4DD1A471,Toyota,Fortuner,2020,Pickup,Expired,2023-12-23,2023-02-24,0.0,Online,Zinara Portal,Always Compliant,"Ruwa, Harare",Rural,Low,2,5,0.0,3.3,0.791,Mobile Money,2024-10-22,304,5,23.16,0.0,10,4,4,1.6666666666666667,0.22774258086028676,0.8,0.7,1.0,False
VH-212294C0,OWN-39D03E23,Honda,Accord,2012,Hatchback,Expired,2023-11-02,2023-07-18,,In-person,,Always Compliant,"Victoria Falls, Manicaland",Urban,Low,1,1,7.86,3.8,0.989,Agent,2025-03-24,508,3,15.04,1.23,3,1,13,1.0,0.4984994998332778,0.4,0.3,0.9487072560467056,False
VH-A59FBA14,OWN-44E585D7,Volkswagen,Tiguan,2010,Hatchback,Non-compliant,2022-10-21,2023-08-20,4106.26,Agent,,Always Compliant,"Zvishavane, Mashonaland West",Rural,Low,1,5,4.27,,0.735,Cash,2024-01-02,438,5,22.46,15.64,1,1,14,1.6666666666666667,0.2510836945648549,0.0,0.7,0.34778982485404497,False
VH-1DF72ACC,OWN-F169C800,Volkswagen,Tiguan,2019,Truck,Compliant,2024-08-24,2025-08-24,0.0,In-person,,Always Compliant,"Kadoma, Masvingo",Urban,High,1,0,,,0.981,Bank Transfer,2025-10-04,406,3,13.29,10.94,10,4,6,1.0,0.5568522840946982,0.6,0.3,0.5437864887406172,True
VH-BC694DD9,OWN-031C5602,Mazda,Demio,2004,Sedan,Compliant,2023-12-02,2024-12-01,0.0,In-person,,Always Compliant,"Masvingo, Mashonaland West",Urban,Very High,1,3,,,0.879,Bank Transfer,2025-08-08,615,2,1.49,2.1,8,3,21,0.6666666666666666,0.9503167722574192,0.6,0.3,0.9124270225187656,True
VH-9871DBA8,OWN-DC55DB7A,Volkswagen,Golf,2005,Motorcycle,Non-compliant,2023-04-05,2023-10-02,0.0,Online,Telecash,Always Compliant,"Kwekwe, Midlands",Rural,Low,3,2,0.0,,0.096,Cash,2024-07-11,463,0,0.0,0.0,7,3,19,0.0,1.0,0.0,0.7,1.0,False
VH-50949EF3,OWN-174221C4,JAC,M1,2002,Minivan,Compliant,2023-09-26,2024-09-25,0.0,Online,Ecocash,Always Compliant,"Victoria Falls, Harare",Urban,Very High,1,0,0.0,1.5,0.019,Mobile Money,2025-07-04,647,2,18.49,0.0,7,3,23,0.6666666666666666,0.383461153717906,0.8,0.3,1.0,True
VH-770DE9CD,OWN-C19BFBAC,Kia,Sportage,2003,Motorcycle,Expired,2023-10-29,2023-10-06,15949.5,Agent,,Always Compliant,"Norton, Mashonaland Central",,Nan,1,1,5.99,,0.595,Mobile Money,2024-06-13,228,1,3.26,13.19,6,2,21,0.3333333333333333,0.891297099033011,0.8,0.5,0.44995829858215186,False
VH-22EDB1A0,OWN-FC5A047D,Chevrolet,Cruze,2010,Motorcycle,Compliant,2023-11-10,2024-11-09,0.0,In-person,,Occasional Late,"Kadoma, Matabeleland North",Urban,Nan,1,0,5.07,,0.425,Agent,2024-08-10,274,3,25.68,4.21,8,3,14,1.0,0.14371457152384126,0.4,0.3,0.8244370308590492,True
VH-E0FC497C,OWN-ECA80270,Isuzu,D-Max,2002,Pickup,Compliant,2024-09-01,2025-09-01,0.0,Agent,,Always Compliant,"Chegutu, Mashonaland West",Rural,Nan,2,0,7.55,4.0,0.144,Agent,2025-06-14,286,0,0.0,0.19,6,2,23,0.0,1.0,0.4,0.7,0.9920767306088407,True
VH-CE100B96,OWN-25E4B517,Land Rover,Range Rover,2021,Pickup,Compliant,2024-11-17,2025-11-17,,In-person,,Always Compliant,"Redcliff, Matabeleland North",Urban,Low,3,0,1.12,1.8,0.18,Mobile Money,2025-11-08,356,2,23.98,4.5,11,4,4,0.6666666666666666,0.2004001333777925,0.8,0.3,0.8123436196830692,True
VH-824C3F60,OWN-DC53AF3D,Mercedes-Benz,Actros,2000,Minivan,Compliant,2023-04-02,2024-04-01,4843.17,Agent,,Always Compliant,"Chegutu, Mashonaland East",Rural,Very High,2,0,6.63,,0.227,Mobile Money,2024-03-24,357,2,5.3,16.4,3,1,24,0.6666666666666666,0.8232744248082694,0.8,0.7,0.31609674728940795,True
VH-23AD309A,OWN-400CF6D2,Kia,Rio,2020,Minivan,Compliant,2024-10-30,2025-10-30,0.0,Agent,,Always Compliant,"Marondera, Bulawayo",Rural,Low,3,3,5.83,1.8,0.391,Agent,2025-10-06,341,5,7.43,23.53,10,4,5,1.6666666666666667,0.7522507502500834,0.4,0.7,0.018765638031693066,True
VH-39FF5CDA,OWN-9B9BC318,Isuzu,KB,2000,Truck,Compliant,2024-04-29,2025-04-29,64.35,In-person,,Frequently Non-compliant,"Victoria Falls, Mashonaland West",Rural,High,1,2,3.54,,0.647,Online,2025-11-10,560,3,0.32,23.2,11,4,25,1.0,0.9893297765921975,1.0,0.7,0.03252710592160135,True
VH-3A7924AD,OWN-210B542F,Volkswagen,Amarok,2001,Sedan,Non-compliant,2023-07-24,2024-04-01,4497.69,In-person,,Occasional Late,"Kwekwe, Mashonaland West",Rural,Very High,1,0,7.4,2.5,0.529,Cash,2024-02-12,203,3,18.15,9.0,2,1,23,1.0,0.3947982660886963,0.0,0.7,0.6246872393661385,False
VH-E4E8ADFD,OWN-3C0CEA98,Land Rover,Range Rover,2003,Pickup,Non-compliant,2025-01-09,2026-01-04,3522.15,Online,Ecocash,Occasional Late,"Shurugwi, Mashonaland Central",Rural,Low,3,1,0.0,,0.65,Cash,2025-03-11,61,4,6.36,0.0,3,1,22,1.3333333333333333,0.7879293097699233,0.0,0.7,1.0,False
VH-2186C1FF,OWN-B47CB2D3,Hyundai,i10,2020,Pickup,Non-compliant,2024-03-20,2024-03-12,0.0,Agent,,Frequently Non-compliant,"Harare, Matabeleland South",Rural,High,3,2,74.6,1.8,0.841,Cash,2025-02-20,337,0,0.0,15.93,2,1,5,0.0,1.0,0.0,0.7,0.33569641367806513,False
VH-B70A733F,OWN-2253A446,Hyundai,i10,2000,Hatchback,Non-compliant,2022-12-16,2023-10-13,0.0,In-person,,Occasional Late,"Chinhoyi, Masvingo",Urban,Middle,1,3,3.88,4.3,0.658,Online,2024-07-18,580,0,0.0,13.47,7,3,24,0.0,1.0,1.0,0.3,0.43828190158465385,False
VH-818DE4B1,OWN-44D9D634,JAC,T6,2023,Sedan,Compliant,2024-02-15,2025-02-14,0.0,In-person,,Always Compliant,"Harare, Midlands",Urban,Low,2,2,6.61,5.0,0.5,Cash,2025-11-07,631,5,5.04,0.58,11,4,2,1.6666666666666667,0.831943981327109,0.0,0.3,0.97581317764804,True
VH-6BB74AD8,OWN-E03601C2,JAC,S2,2014,Motorcycle,Compliant,2022-04-01,2023-04-01,0.0,In-person,,Occasional Late,"Victoria Falls, Matabeleland North",Urban,High,1,0,1.29,4.6,0.306,Online,2023-12-24,632,3,13.49,15.26,12,4,9,1.0,0.5501833944648216,1.0,0.3,0.36363636363636365,True
VH-3546AD21,OWN-37C10532,Land Rover,Discovery,2022,Motorcycle,Non-compliant,2025-04-05,2025-09-03,4333.34,In-person,,Occasional Late,"Ruwa, Bulawayo",Rural,Middle,3,0,,,0.46,Agent,2025-06-11,67,5,15.92,16.09,6,2,3,1.6666666666666667,0.4691563854618206,0.4,0.7,0.329024186822352,False
VH-9517CD59,OWN-AD2A0CDA,Mitsubishi,Outlander,2001,Sedan,Compliant,2023-07-25,2024-07-24,,In-person,,Always Compliant,"Victoria Falls, Mashonaland West",Urban,Low,1,0,4.63,4.8,0.282,Cash,2025-02-11,567,4,7.16,20.72,2,1,24,1.3333333333333333,0.7612537512504167,0.0,0.3,0.1359466221851544,True
VH-FD44262A,OWN-2B86FF4C,Audi,Q5,2006,Hatchback,Compliant,,2023-10-23,0.0,In-person,,Always Compliant,"Masvingo, Mashonaland West",,Middle,1,0,6.82,,0.64,Online,2024-03-16,510,1,11.45,11.78,3,1,18,0.3333333333333333,0.6182060686895632,1.0,0.5,0.5087572977481234,True
VH-4CA73DE4,OWN-6E61AB52,Haval,H6,2018,Pickup,Compliant,2023-03-18,2024-03-17,,Online,OneMoney,Occasional Late,"Ruwa, Midlands",Urban,Middle,1,0,0.0,3.1,0.738,Cash,2025-03-11,724,2,6.96,0.0,3,1,7,0.6666666666666666,0.7679226408802934,0.0,0.3,1.0,True
VH-489EFC1A,OWN-A18A7012,Audi,Q5,2005,Pickup,Compliant,2023-02-10,2024-02-10,3888.98,Online,Zinara Portal,Always Compliant,"Gwanda, Manicaland",Urban,Low,1,0,0.0,3.7,0.197,Agent,2023-12-20,313,0,0.0,0.0,12,4,18,0.0,1.0,0.4,0.3,1.0,True
VH-C8A7DB7A,OWN-FE9EDC70,Chevrolet,Spark,2018,Suv,Compliant,2022-09-26,2023-09-26,0.0,In-person,,Occasional Late,"Gweru, Manicaland",Rural,High,2,3,6.45,4.3,0.644,Online,2025-11-10,1141,2,9.77,11.58,11,4,7,0.6666666666666666,0.6742247415805269,1.0,0.7,0.5170975813177647,True
VH-0E37D2BC,OWN-E8D08AAF,Foton,Sauvana,2015,Motorcycle,Compliant,2025-03-22,2026-03-22,0.0,In-person,,Always Compliant,"Ruwa, Bulawayo",,Low,1,1,3.12,4.4,0.141,Cash,2025-08-27,158,1,1.5,6.52,8,3,10,0.3333333333333333,0.9499833277759253,0.0,0.5,0.7281067556296914,True
VH-46DD574E,OWN-4362030E,Ford,Fiesta,2006,Pickup,Compliant,2024-02-02,2025-02-01,0.0,In-person,,Occasional Late,"Ruwa, Mashonaland West",,Very High,3,0,,,0.537,Agent,2024-09-09,220,0,0.0,9.59,9,3,18,0.0,1.0,0.4,0.5,0.6000834028356965,True
VH-B57E8768,OWN-E8E01DA8,Volkswagen,Golf,2024,Hatchback,Non-compliant,2025-06-03,2025-05-12,,Online,OneMoney,Always Compliant,"Chiredzi, Mashonaland East",,High,2,1,0.0,1.6,0.921,Online,2025-09-10,99,0,0.0,0.0,9,3,1,0.0,1.0,1.0,0.5,1.0,False
VH-09221D1F,OWN-5BB3271C,JAC,T6,2016,Hatchback,Compliant,2022-03-28,2023-03-28,612.44,Online,Telecash,Frequently Non-compliant,"Chiredzi, Midlands",,Middle,1,1,0.0,3.1,0.797,Online,2024-02-12,686,0,0.0,0.0,2,1,8,0.0,1.0,1.0,0.5,1.0,True
VH-F7A71F83,OWN-BFB21B7E,Nissan,Sunny,2022,Pickup,Compliant,2024-07-09,2025-07-09,3232.98,Agent,,Always Compliant,"Bulawayo, Mashonaland Central",,Middle,1,2,6.81,4.6,0.284,Mobile Money,2024-10-01,84,0,0.0,21.89,10,4,2,0.0,1.0,0.8,0.5,0.08715596330275233,True
VH-2CE66D2D,OWN-9BA72EB1,Mazda,CX-5,2010,Minivan,Non-compliant,2024-11-25,2025-09-30,0.0,In-person,,Always Compliant,"Chinhoyi, Masvingo",Rural,Middle,2,0,6.13,4.7,0.918,Bank Transfer,2025-05-21,177,2,25.0,6.22,5,2,15,0.6666666666666666,0.1663887962654218,0.6,0.7,0.7406171809841535,False
VH-EDC18198,OWN-E08AEA5C,Ford,Fiesta,2021,Sedan,Expired,2024-02-03,2024-01-07,2235.41,Agent,,Occasional Late,"Bindura, Harare",Urban,Middle,1,0,1.92,4.0,0.0,Mobile Money,2024-05-21,108,1,8.73,2.56,5,2,3,0.3333333333333333,0.7089029676558853,0.8,0.3,0.8932443703085905,False
VH-FF6D20FF,OWN-027606A7,Audi,Q7,2002,Pickup,Compliant,2023-03-17,2024-03-16,0.0,Agent,,Always Compliant,"Hwange, Harare",Rural,Middle,1,4,2.52,3.9,0.012,Bank Transfer,2025-02-24,710,2,29.42,14.33,2,1,23,0.6666666666666666,0.019006335445148292,0.6,0.7,0.40241868223519606,True
VH-F8879DF6,OWN-ECC6B087,Nissan,Sunny,2013,Minivan,Compliant,2022-04-01,2023-04-01,0.0,In-person,,Occasional Late,"Lupane, Mashonaland West",Rural,High,1,0,4.74,1.7,0.814,Online,2024-01-18,657,5,20.57,15.61,1,1,11,1.6666666666666667,0.31410470156718906,1.0,0.7,0.34904086738949125,True
VH-BBD2F8D1,OWN-92639CB9,Mitsubishi,Outlander,2016,Sedan,Compliant,2024-12-08,2025-12-08,4087.06,Agent,,Always Compliant,"Norton, Bulawayo",,Nan,2,1,7.26,,0.321,Online,2025-08-16,251,0,0.0,19.89,8,3,9,0.0,1.0,1.0,0.5,0.17055879899916593,True
